id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
15407,Magical Suite Prism Nana,2015-11-29,airing,"In a future not too distant from ours, Nanagoo City is a beautiful city in Japan surrounded by mountains and ocean-sides. The sensitive, adolescent girls who live there are each opening up doors to their own, unique possibilities. No one wants to forget the path they take to adulthood.

(Source: ANN)",6.0,8732.0,5705,9017,146,white,ova,currently_airing,"[{'id': -1, 'name': 'no_genre'}]",7,original,1800,no_rating,"[{'id': 44, 'name': 'Shaft'}]",90,NIL,NIL,2015.0,fall,457.0,0.0,230.0,172.0,8157.0,9016.0,0.9554,0.0446
42295,Fushigi Dagashiya: Zenitendou,2020-09-08,airing,"Zenitendo is a mysterious candy store that only lucky people can reach. All the candy recommended by Beniko, the owner of the store, is perfectly suited to the buyer's troubles. However, it depends on whether the candy will be used or eaten correctly that it can bring happiness or misfortune.

(Source: MAL News)",5.98,8805.0,10998,1187,128,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 7, 'name': 'Mystery'}]",0,novel,600,no_rating,"[{'id': 18, 'name': 'Toei Animation'}]",91,tuesday,18:45,2020.0,fall,241.0,0.0,132.0,151.0,663.0,1187.0,0.7616,0.2384
29643,6HP (Six Hearts Princess),2016-12-30,airing,no_synopsis,5.94,8992.0,7398,4751,319,white,special,currently_airing,"[{'id': -1, 'name': 'no_genre'}]",0,unknown,1320,no_rating,[],92,NIL,NIL,2016.0,fall,562.0,0.0,307.0,278.0,3604.0,4751.0,0.8769,0.1231
45560,Orient,2022-01-06,2022-03-24,"Freed from the rule of samurai 150 years ago, the people of Hinomoto live peaceful lives and revere their liberators—demons whose true forms remain elusive—as gods. Fated to mine rocks for the demons to feast on, Musashi knows the grim truth: humanity is enslaved by these otherworldly beings and the samurai are the last bastion fighting for freedom. Hiding his true opinion from his peers and growing distant from his childhood friend Kojirou Kanemaki, Musashi lives in angst until the day of his graduation.

When the fresh graduates arrive at the mine, they are horrified to see the inhumane treatment of miners and the uncanny physical appearance of their overseers. However, Musashi manages to endure thanks to Kojirou's help. As the demon leader wreaks havoc on the quarry, Musashi is saved once more from certain death by the Takeda samurai clan. Recovering from humiliation and yearning for adventure, Musashi embarks on a journey to become a samurai and form his own clan!

[Written by MAL Rewrite]
",5.94,9024.0,2303,61791,10944,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1420,pg_13,"[{'id': 179, 'name': 'A.C.G.T.'}]",93,thursday,00:00,2022.0,winter,27915.0,10.0,1183.0,6751.0,25945.0,61804.0,0.8716,0.1284
8336,Hanakappa,2010-03-29,airing,Story about Kappa with flowers on their heads.,5.93,9069.0,12641,641,111,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,picture_book,600,pg,"[{'id': 27, 'name': 'Xebec'}, {'id': 28, 'name': 'OLM'}]",94,other,NIL,2010.0,spring,154.0,0.0,84.0,174.0,228.0,640.0,0.5969,0.4031
35552,Pokemon Daisuki Club,2014-08-21,airing,Series of musical videos featuring Pokemon.,5.92,9110.0,10499,1453,403,white,music,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 19, 'name': 'Music'}]",0,game,240,g,[],95,NIL,NIL,2014.0,summer,425.0,0.0,308.0,172.0,548.0,1453.0,0.6696,0.3304
36639,Shadowverse,2015-10-16,airing,Assorted animated videos for Cygames' Shadowverse digital TCG. Japanese and English versions of these animated features were released on the same day on Cygames' official YouTube channel and at a later date on the Shadowverse's official YouTube channel.,5.88,9272.0,11400,1007,158,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",0,card_game,60,g,[],96,NIL,NIL,2015.0,fall,215.0,0.0,60.0,155.0,579.0,1009.0,0.7869,0.2131
34566,Boruto: Naruto Next Generations,2017-04-05,airing,"Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja.

Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life.

New friends and familiar faces join Boruto as a new story begins in Boruto: Naruto Next Generations.

[Written by MAL Rewrite]",5.87,9290.0,194,730389,356978,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",0,manga,1430,pg_13,"[{'id': 1, 'name': 'Studio Pierrot'}]",97,sunday,17:30,2017.0,spring,392413.0,2.0,94574.0,158861.0,84539.0,730389.0,0.653,0.347
39653,Chokotto Anime Kemono Friends 3,2019-04-02,airing,"A series of anime shorts for the Kemono Friends 3 arcade and smartphone game.

(Source: ANN)",5.77,9656.0,10251,1624,206,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}]",0,game,75,pg,[],98,NIL,NIL,2019.0,spring,404.0,1.0,178.0,131.0,910.0,1624.0,0.8097,0.1903
50418,Ninjala (TV),2022-01-08,airing,"The year is 20XX. The ninja, who once forged the history of Japan, were scattered across the country during the Meiji Restoration. As these ninja mingled with the other clans, their bloodline thinned, and they gradually faded from sight. The descendants of these ninja clans, seeking to preserve their heritage, formed the WNA (World Ninja Association) in the hope of carrying on their legacy.

And so it was that the WNA succeeded in developing Ninja-Gum, an art which could summon forth the strength of the Shinobi. And yet creating the most powerful Ninja-Gum requires the strongest of ninja DNA. So it was that the Ninjala Tournament was held, that the mightiest of all ninjas could be found... 

(Source: Official Game website)",5.76,9694.0,10406,1513,188,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}]",0,game,1395,no_rating,"[{'id': 28, 'name': 'OLM'}]",99,saturday,10:30,2022.0,winter,412.0,0.0,42.0,190.0,870.0,1514.0,0.8468,0.1532
39222,Move to the Future,2019-02-07,airing,"A short video about moving in the future by transportation company Art Corporation.

(Source: AniDB)",5.73,9793.0,13155,527,102,white,ona,currently_airing,"[{'id': 24, 'name': 'Sci-Fi'}]",0,original,180,g,"[{'id': 1278, 'name': 'Signal.MD'}]",100,NIL,NIL,2019.0,winter,128.0,0.0,74.0,58.0,267.0,527.0,0.7495,0.2505
46604,Dolls' Frontline,2022-01-08,airing,"After World War III decimated the world's population and rendered large amounts of land uninhabitable, various private military contractors began using combat androids—also known as ""T-Dolls""—to maintain peace in unstable countries. While they are physically superior to flesh-and-blood fighters, T-Dolls are incapable of formulating complex plans and thus require a human commander to issue orders.

Sangvis Ferri was an industry-leading T-Doll manufacturer until they attempted to install a specialized T-Doll as the company's sole commander—resulting in the immediate deaths of everyone at that facility. Seizing control of Sangvis factories, the rogue AI declared war on the remnants of mankind. Now facing a hostile robot invasion, Griffin & Kryuger is the only paramilitary organization strong enough to withstand confrontation and halt their destructive advances.

Investigating the events related to Sangvis Ferri's aggression, the elite task force ""Team Anti-Rain"" searches for highly confidential information in an abandoned warehouse, but they are shortly ambushed. Hoping to safeguard their findings, the group temporarily disbands and each Doll goes into hiding. Meanwhile, the lazy but gifted Gentiane is hired by Griffin as a rookie commander and given her critical first mission—track down Team Anti-Rain and recover the classified data before Sangvis Ferri can.

[Written by MAL Rewrite]",5.73,9816.0,3101,35894,5142,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}]",12,game,1487,pg_13,"[{'id': 406, 'name': 'Asahi Production'}]",101,saturday,01:00,2022.0,winter,12587.0,0.0,742.0,3878.0,18691.0,35898.0,0.8713,0.1287
42072,Kenja no Deshi wo Nanoru Kenja,2022-01-12,2022-03-30,"With a dignified veteran's body and a long white beard, summoner mage Dunbalf was one of the strongest player characters in the virtual reality online multiplayer roleplaying game Ark Earth Online, even heralded as a one-man army. Together with the ""Nine Wise Mages"" and King Solomon, they formed the mage player Kingdom of Alcait. But one day, Dunbalf and the other Nine Wise Mages suddenly go missing, leaving no trace behind.

In an effort to spend his expiring credits, Dunbalf had purchased a cosmetic kit and tinkered with his character; however, he accidentally fell asleep during the customization process. Upon waking up, Dunbalf not only notices that the world of Ark Earth Online has become more realistic, but also discovers that he has turned into a cute girl! After reaching Alcait, he learns it has been 30 years since he supposedly disappeared.

Now tasked with finding the other missing mages by King Solomon, the avid role player proclaims his new identity as Mira—the Pupil of the Wise Man Dunbalf—and ventures forth to prove his legacy.

[Written by MAL Rewrite]
",5.73,9825.0,2177,68178,11516,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,light_novel,1430,pg_13,"[{'id': 1209, 'name': 'Studio A-CAT'}]",102,wednesday,00:30,2022.0,winter,32219.0,9.0,925.0,5197.0,29838.0,68188.0,0.9102,0.0898
32956,Aware! Meisaku-kun,2016-04-08,airing,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character?

(Source: Anime News Network)",5.71,9881.0,12589,653,121,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}]",0,original,300,g,"[{'id': 1229, 'name': 'Pie in the sky'}]",103,friday,18:20,2016.0,spring,179.0,0.0,63.0,176.0,234.0,652.0,0.6334,0.3666
49780,Atasha Kawajiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu,2022-01-14,airing,"The story depicts the lazy, unhealthy daily life of Kawajiri, who loves alcohol and anything greasy, salty, or sweet.

(Source: ANN)",5.65,10094.0,7209,5028,1102,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",24,web_manga,150,pg_13,"[{'id': 1828, 'name': 'Lapin Track'}]",104,friday,01:35,2022.0,winter,2907.0,1.0,101.0,467.0,1554.0,5030.0,0.8871,0.1129
42892,Baraou no Souretsu,2022-01-09,airing,"The crown of England has been hotly contested throughout history, and in the Middle Ages, a series of great civil wars became known as the War of the Roses. Claiming a right to the throne, the Duke of York seeks to unseat King Henry VI and his heir in order to become king himself.

On a dark day filled with many ill omens, the Duke gains a son: Richard Plantagenet, third of his name. Neither male nor female, but instead possessing characteristics of both sexes, Richard III is immediately reviled by his mother. Her hatred defines his childhood, leading to a deep disgust toward his own body and an adverse reaction to being called a demon.

Richard grows up troubled by visions of England's former foe, Joan of Arc, who taunts that he will bring ruin to all who know him. He believes that he can attain salvation by helping his father achieve his destiny of becoming the king. However, cursed by the expectations of both his mother and Joan, will Richard's actions instead drag his family down into darkness? 

[Written by MAL Rewrite]",5.55,10429.0,2802,42881,4774,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 25, 'name': 'Shoujo'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1431,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",105,sunday,22:30,2022.0,winter,11629.0,2.0,888.0,5036.0,25325.0,42880.0,0.8618,0.1382
48391,Mazica Party,2021-04-04,2022-03-27,"The franchise's story centers on wizards who gather mazica in order to save the world. Junior high school student Kezuru wakes up after a strange dream featuring himself as a wizard, a creature called ""mazin,"" and a mysterious girl. The next day, his friend Kuracchi proudly shows off the newly launched Mazica Party card game. To Kezuru's shock, all the characters drawn in the game's cards are just like the ones in his dream.

Meanwhile, Kezuru receives a notification for an event at the major international company Mazica. Intrigued, Kezuru goes to the Mazica Store as directed, only to meet the Mazica CEO himself, Jeff Johns. Johns says, ""I have great expectations for you,"" and hands Kezuru Mazica Gear.

On his way back home, Kezuru is attacked by an airship-like creature. Just when he thinks, ""this is it!"" to himself, his Mazica Gear erupts and a magic book appears. When he scratches a card, he seals a contract with Barunya, a ""mazin"" creature that is an odd remixed fusion between an airship and a cat.

The mysterious girl Anya says Kezuru and those of his ilk will be ""the true wizards who save the world."" Amid all these mysterious revelations, Kezuru enrolls in the Mazica Academy and engages in Mazica Party card battles alongside his partner mazin.

(Source: ANN)",5.34,11069.0,10741,1311,172,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}]",51,original,1483,g,"[{'id': 28, 'name': 'OLM'}]",106,sunday,09:30,2021.0,spring,291.0,0.0,85.0,281.0,655.0,1312.0,0.721,0.279
49204,Yuan Shen Haojie,2021-07-05,airing,no_synopsis,5.29,11202.0,9017,2588,104,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 24, 'name': 'Sci-Fi'}]",52,original,720,pg_13,[],107,NIL,NIL,2021.0,summer,327.0,0.0,74.0,174.0,2013.0,2588.0,0.9042,0.0958
37885,Super Dragon Ball Heroes,2018-07-01,airing,"In May 2018, V-Jump announced a promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game that has never been released in the West. The anime is expected to be short and it is not expected to broadcast on TV. It will adapt the game's Prison Planet Arc, fully detailed in the Heroes manga published in Saikyou Jump, which has never been published in English. The first episode will debut July 1, 2018 at Aeon Lake Town.",5.27,11238.0,2286,62780,24418,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",0,game,525,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",108,NIL,NIL,2018.0,summer,27129.0,3.0,7064.0,14102.0,14479.0,62777.0,0.6628,0.3372
